uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
33048,Millie Bright,Normal,N\A,238257,85,5,-1,-1,-1,134230160,0,32768,0,11,12,13,0,0,1,4,51,62,34,36,86,78,92,84,88,85,80,38,57,60,50,59,49,52,89,86,84,90,63,86,87,78,35,51,59,10,10,10,10,10
33049,Caitlin Foord,Normal,N\A,227110,85,27,16,-1,-1,4325376,0,0,0,38,39,30,0,0,2,3,89,85,83,88,72,90,64,83,60,79,43,87,79,83,85,82,82,54,50,74,86,45,73,74,45,41,64,75,59,10,10,10,10,10
33050,Rodrigo Bentancur,Normal,N\A,227535,81,14,10,-1,-1,8912896,0,0,0,18,14,0,0,0,3,4,68,66,68,76,74,81,72,79,78,86,81,73,82,85,76,84,68,68,65,83,84,79,71,83,82,78,71,71,67,10,10,10,10,10
33051,Kasper Schmeichel,Normal,N\A,163587,80,0,-1,-1,-1,0,8,0,0,2,0,0,0,0,0,3,38,47,57,47,64,31,65,80,35,65,20,13,59,40,18,12,12,15,16,52,44,14,59,52,14,13,15,13,26,77,76,79,78,80
33052,Ashley Lawrence,Normal,N\A,227392,85,3,-1,-1,-1,4260352,0,1024,0,5,6,0,0,0,2,4,84,84,86,87,84,84,72,85,80,83,80,73,82,78,83,78,58,70,73,81,84,84,79,81,85,81,66,78,67,10,10,10,10,10
33053,Callum McGregor,Normal,N\A,211093,79,10,14,-1,-1,10486080,0,0,0,14,16,21,0,0,3,4,82,77,84,87,73,93,70,83,80,83,70,74,79,83,67,75,72,62,52,78,84,75,79,78,73,71,72,74,65,10,10,10,10,10
33057,Vivianne Miedema,Normal,N\A,233746,85,25,18,-1,-1,65537,0,0,0,41,43,32,0,0,3,4,84,80,80,73,92,83,82,85,70,90,27,86,69,87,64,85,85,73,82,56,79,22,86,56,30,23,83,76,75,10,10,10,10,10
33058,Diogo José Teixeira da Silva,Normal,N\A,224458,85,25,27,-1,-1,8519680,0,0,0,41,43,39,0,0,3,5,85,80,86,87,91,80,75,88,85,83,56,88,78,85,73,83,85,58,86,72,77,53,86,72,57,45,79,77,69,10,10,10,10,10
33059,Kyogo Furuhashi,Normal,N\A,245538,77,25,-1,-1,-1,37748739,0,0,0,42,0,0,0,0,2,5,86,83,91,90,77,85,53,81,69,77,41,82,70,76,61,69,80,62,73,67,69,45,80,67,51,49,77,70,62,10,10,10,10,10
33063,Leah Williamson,Normal,N\A,246426,85,5,10,-1,-1,42112,0,0,0,12,13,15,0,0,2,3,73,75,72,73,87,70,77,88,80,82,86,31,63,83,60,61,45,67,84,88,82,90,48,88,84,82,45,60,50,10,10,10,10,10
33064,Yui Hasegawa,Normal,N\A,245830,84,10,14,18,-1,18878720,0,0,0,14,16,18,0,0,3,4,76,79,76,88,61,77,51,84,76,78,85,64,87,87,76,88,67,71,48,89,89,84,73,89,82,73,68,68,63,10,10,10,10,10
33065,Federico Chiesa,Normal,N\A,235805,84,23,12,25,27,21364737,0,0,0,36,43,39,0,0,3,4,92,93,90,84,76,84,70,84,74,82,54,84,77,83,75,87,84,62,53,76,78,51,86,76,51,48,84,78,62,10,10,10,10,10
33069,Reo Hatate,Normal,N\A,255742,76,14,18,-1,-1,9240676,0,0,0,22,33,0,0,0,3,4,76,65,83,90,69,72,64,80,66,80,65,77,78,79,62,78,69,59,52,76,77,66,82,76,66,59,80,67,68,10,10,10,10,10
33070,María Francesca Caldentey Oliver,Normal,N\A,237288,84,27,16,25,-1,26017824,0,256,0,40,43,0,0,0,3,4,78,76,85,93,71,91,75,85,65,84,41,84,84,85,84,85,89,72,61,80,88,57,75,80,65,61,56,75,87,10,10,10,10,10
33071,Sandy Baltimore,Normal,N\A,261733,84,12,14,23,-1,4260384,0,0,0,25,26,22,0,0,2,2,89,80,81,91,65,73,71,72,58,80,70,84,87,87,87,84,73,71,43,81,87,66,68,81,67,61,62,90,74,10,10,10,10,10
33072,Cameron Carter-Vickers,Normal,N\A,228174,77,5,-1,-1,-1,134251584,0,0,0,12,13,0,0,0,1,3,77,82,77,78,91,72,90,80,80,77,72,27,57,71,37,65,24,30,74,70,76,76,65,70,76,72,26,36,38,10,10,10,10,10
33073,Cody Gakpo,Normal,N\A,242516,83,25,27,-1,-1,18874368,0,0,0,41,43,39,0,0,3,4,84,81,75,67,91,76,78,81,63,83,45,82,80,85,83,86,83,76,81,70,79,46,86,70,48,31,77,78,68,10,10,10,10,10
33077,Alex Greenwood,Normal,N\A,227254,84,5,7,-1,-1,134218880,0,2048,0,12,13,8,0,0,1,3,70,72,65,70,85,86,76,82,90,85,87,47,60,84,79,67,62,82,83,89,87,86,78,89,84,80,43,80,85,10,10,10,10,10
33082,Ella Toone,Normal,N\A,263011,84,18,14,-1,-1,17891362,0,262144,0,33,22,0,0,0,4,3,83,80,67,84,78,84,64,84,38,82,45,86,86,85,76,92,80,56,69,70,83,41,83,70,57,56,75,70,59,10,10,10,10,10
33083,Ibrahima Konaté,Normal,N\A,237678,83,5,-1,-1,-1,134252544,0,0,0,12,13,0,0,0,2,3,69,80,55,34,83,71,90,81,83,78,82,37,57,74,38,69,29,27,81,70,76,82,45,70,85,81,28,32,41,10,10,10,10,10
33084,Fran Kirby,Normal,N\A,227255,84,18,23,-1,-1,17104897,0,0,0,31,32,37,0,0,3,4,87,85,89,93,79,67,58,86,45,82,35,88,77,89,73,88,81,71,71,77,82,36,87,77,43,39,88,74,73,10,10,10,10,10
33093,Kadeisha Buchanan,Normal,N\A,227383,84,5,-1,-1,-1,25728,0,4096,0,111,12,111,0,0,1,3,66,68,63,63,87,79,88,78,80,81,85,46,47,68,31,61,34,56,81,71,75,91,63,71,84,84,43,51,45,10,10,10,10,10
33095,Ashleigh Neville,Normal,N\A,265252,83,7,3,16,-1,8545808,0,0,0,107,107,3,0,0,2,4,75,77,68,74,90,81,83,79,86,81,85,80,68,76,79,80,74,69,83,76,82,86,69,76,85,83,68,78,59,10,10,10,10,10
33100,Bethany England,Normal,N\A,256489,82,25,-1,-1,-1,2097168,0,0,0,42,44,0,0,0,2,4,64,67,54,79,86,73,79,78,49,78,37,86,66,81,59,79,88,60,87,54,79,42,85,54,29,26,80,74,75,10,10,10,10,10
33101,Shuang Wang,Normal,N\A,226360,79,23,12,14,-1,851968,0,0,0,35,37,25,0,0,2,4,82,86,89,80,88,71,74,79,57,76,40,79,76,82,72,74,78,68,77,67,78,38,79,67,36,37,69,66,75,10,10,10,10,10
33102,Molly Bartrip,Normal,N\A,265262,79,5,-1,-1,-1,10368,0,0,0,11,12,0,0,0,1,3,70,68,70,75,82,86,70,79,80,78,81,54,51,79,60,58,50,70,82,80,81,85,66,80,78,77,41,65,73,10,10,10,10,10
33103,Amanda Nildén,Normal,N\A,266939,78,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,2,4,86,81,70,70,80,73,66,85,78,61,77,44,58,73,67,70,55,60,70,79,80,79,56,79,73,72,43,65,62,10,10,10,10,10
33104,Luana Bühler,Normal,N\A,264998,77,5,-1,-1,-1,14336,0,0,0,11,12,13,0,0,1,2,71,74,71,68,81,77,75,77,72,71,76,57,56,79,74,58,50,62,73,73,80,81,65,73,78,76,39,54,61,10,10,10,10,10
33105,Martha Thomas,Normal,N\A,265277,77,25,-1,-1,-1,0,0,0,0,43,0,0,0,0,2,3,76,78,78,71,81,72,76,75,59,74,46,81,55,77,59,77,79,58,68,50,70,33,79,50,35,26,74,60,56,10,10,10,10,10
33109,Clare Hunt,Normal,N\A,274644,77,5,-1,-1,-1,0,0,0,0,12,13,0,0,0,1,3,63,68,54,49,81,67,75,73,68,69,76,43,48,71,38,58,45,45,79,74,78,78,51,74,82,75,33,52,41,10,10,10,10,10
33110,Becky Spencer,Normal,N\A,265254,76,0,-1,-1,-1,268435456,8,0,0,2,0,0,0,0,0,2,42,45,32,51,62,25,65,73,22,58,11,9,57,26,18,19,16,17,9,35,31,10,50,35,15,15,12,15,24,76,76,67,71,79
33111,Jessica Naz,Normal,N\A,265258,76,25,16,18,-1,131072,0,0,0,43,31,0,0,0,2,4,84,81,79,77,78,71,66,71,58,75,47,82,68,83,60,85,74,51,65,52,77,41,78,52,39,29,74,67,60,10,10,10,10,10
33112,Eveliina Summanen,Normal,N\A,266598,76,14,10,-1,-1,134250528,0,0,0,20,15,0,0,0,2,3,39,55,65,76,72,80,86,70,73,73,72,76,73,75,64,75,65,46,70,76,82,69,78,76,82,70,47,67,56,10,10,10,10,10
33113,James Tavernier,Normal,N\A,195479,78,3,-1,-1,-1,8389257,0,0,0,6,0,0,0,0,2,2,78,84,76,84,82,89,79,75,70,77,72,76,78,77,83,75,65,85,68,79,77,68,79,79,72,70,77,83,86,10,10,10,10,10
33114,Jack Butland,Normal,N\A,203042,77,0,-1,-1,-1,0,10,0,0,1,0,0,0,0,0,4,53,50,49,48,71,29,75,70,39,60,20,13,53,36,11,21,16,14,12,53,50,15,56,53,13,11,12,12,43,78,75,74,77,76
33116,Robin Pröpper,Normal,N\A,208462,76,5,-1,-1,-1,134269072,0,0,0,12,13,0,0,0,1,4,40,63,54,44,78,75,82,72,78,74,74,52,63,60,40,54,44,67,80,76,68,80,74,76,76,75,34,62,44,10,10,10,10,10
33124,Alessandro Buongiorno,Normal,N\A,243241,80,5,-1,-1,-1,134221824,0,0,0,12,13,0,0,0,1,3,61,68,57,61,81,70,77,78,82,77,84,37,70,71,63,60,36,43,79,72,78,85,65,72,81,78,46,52,49,10,10,10,10,10
33125,Khvicha Kvaratskhelia,Normal,N\A,247635,85,27,16,23,-1,18153505,0,0,0,139,139,36,0,0,4,5,85,86,86,75,78,77,70,84,62,79,40,84,83,87,78,88,80,65,62,76,83,38,78,76,39,34,64,83,65,10,10,10,10,10
33126,André-Franck Zambo Anguissa,Normal,N\A,227236,80,10,14,-1,-1,8402944,0,0,0,14,21,0,0,0,2,3,75,75,75,76,84,92,87,84,85,80,79,78,74,76,62,75,64,46,69,75,78,79,74,75,78,75,54,59,60,10,10,10,10,10
33127,Matteo Politano,Normal,N\A,216409,80,23,12,-1,-1,16843264,0,0,0,37,26,0,0,0,3,4,81,79,89,88,53,75,40,81,63,79,38,76,74,83,80,81,78,77,40,76,80,63,78,76,29,29,75,79,70,10,10,10,10,10
33128,Stanislav Lobotka,Normal,N\A,216435,82,14,10,-1,-1,8921088,0,0,0,20,15,0,0,0,2,4,76,68,75,86,67,89,68,80,76,77,78,76,82,84,75,80,68,55,45,84,84,77,69,84,80,76,43,75,56,10,10,10,10,10
33130,Leonardo Spinazzola,Normal,N\A,202884,79,16,7,27,-1,4325888,0,0,0,27,29,10,0,0,3,4,86,89,78,68,80,69,67,79,71,75,78,77,76,80,79,80,60,45,69,69,76,75,71,69,79,75,64,66,59,10,10,10,10,10
33131,Giovanni Di Lorenzo,Normal,N\A,217870,82,3,12,-1,-1,9044480,0,0,0,5,6,25,0,0,2,3,82,84,76,78,85,87,77,78,79,74,80,70,68,77,76,76,66,68,71,72,76,79,72,72,81,79,60,67,59,10,10,10,10,10
33132,Mathías Olivera,Normal,N\A,240716,77,7,-1,-1,-1,0,0,0,0,9,10,0,0,0,2,3,69,72,65,36,73,76,69,78,80,68,78,64,62,76,76,72,49,41,68,66,72,76,56,66,75,74,38,67,42,10,10,10,10,10
33133,Amir Rrahmani,Normal,N\A,244263,80,5,-1,-1,-1,201326720,0,0,0,12,13,0,0,0,1,4,48,86,48,47,79,67,83,79,81,70,82,49,48,66,49,59,43,41,78,65,69,83,60,65,83,81,39,49,34,10,10,10,10,10
33134,Gleison Bremer Silva Nascimento,Normal,N\A,239580,86,5,-1,-1,-1,134256784,0,0,0,112,11,112,0,0,1,2,78,86,65,67,94,75,89,79,84,78,84,58,45,68,46,62,49,24,87,69,75,87,68,69,87,84,38,42,43,10,10,10,10,10
33135,Andrea Cambiaso,Normal,N\A,258966,77,3,7,12,-1,0,0,0,0,6,10,23,0,0,2,5,78,78,75,74,73,72,61,75,69,74,70,72,73,79,78,78,56,60,62,75,79,70,71,75,78,77,65,72,46,10,10,10,10,10
33136,Khéphren Thuram,Normal,N\A,247246,78,14,10,-1,-1,10485824,0,0,0,18,14,0,0,0,2,3,73,70,71,68,87,80,80,77,70,78,76,77,78,80,72,80,72,56,76,78,82,77,74,78,77,74,55,72,59,10,10,10,10,10
33137,Federico Gatti,Normal,N\A,266872,78,5,-1,-1,-1,0,0,0,0,11,13,0,0,0,1,3,73,77,56,59,87,67,78,73,80,75,78,45,40,66,34,57,30,36,80,61,66,80,58,61,81,78,32,34,43,10,10,10,10,10
33138,Michele Di Gregorio,Normal,N\A,235840,80,0,-1,-1,-1,536870912,2,0,0,2,0,0,0,0,0,3,55,57,55,55,69,36,68,68,26,56,15,9,65,30,13,28,9,14,11,46,48,21,59,46,14,10,11,17,17,82,78,78,82,82
33139,Douglas Luiz Soares de Paulo,Normal,N\A,236499,83,14,10,-1,-1,2359304,0,0,0,18,14,0,0,0,2,2,69,64,74,75,74,80,74,79,77,84,77,76,86,85,82,79,74,83,62,84,87,76,79,84,79,72,77,89,83,10,10,10,10,10
33146,Nicolò Fagioli,Normal,N\A,260823,76,10,14,-1,-1,19136512,0,0,0,14,18,0,0,0,3,4,74,77,76,77,70,77,62,76,70,72,70,62,80,81,69,79,52,68,58,80,83,69,76,80,74,72,68,79,68,10,10,10,10,10
33147,Danilo Luiz da Silva,Normal,N\A,199304,82,5,3,-1,-1,8320,0,0,0,11,13,3,0,0,2,4,70,80,63,66,85,69,80,80,79,82,84,69,64,79,76,73,59,73,79,76,78,84,82,76,85,81,69,73,67,10,10,10,10,10
33148,Khiara Keating,Normal,N\A,266568,80,0,-1,-1,-1,128,4,0,0,2,0,0,0,0,0,3,33,29,35,55,61,25,66,79,32,37,9,9,52,17,11,18,8,15,9,33,31,15,61,33,17,15,7,15,21,78,79,81,80,80
33152,Manuela Zinsberger,Normal,N\A,265242,84,0,-1,-1,-1,0,3,0,0,2,0,0,0,0,0,4,48,42,46,62,71,22,78,81,26,56,10,11,69,36,31,11,18,24,6,15,23,20,59,15,13,16,12,19,53,84,77,78,85,85
33156,Zećira Mušović,Normal,N\A,243379,79,0,-1,-1,-1,0,1,0,0,1,0,0,0,0,0,2,41,38,37,47,51,22,37,70,22,54,10,7,48,21,16,14,9,13,15,30,28,19,59,30,15,16,15,13,24,80,82,79,75,77
33160,Hannah Hampton,Normal,N\A,263009,78,0,-1,-1,-1,128,9,0,0,2,0,0,0,0,0,3,61,58,35,47,63,25,50,74,25,38,11,7,45,24,22,19,8,18,9,35,31,12,57,35,13,14,11,27,24,76,77,76,77,78
33164,Phallon Tullis-Joyce,Normal,N\A,267212,79,0,-1,-1,-1,0,9,0,0,1,0,0,0,0,0,2,44,45,53,58,64,26,65,78,17,32,8,13,31,17,12,12,11,15,12,28,24,12,56,28,15,13,9,12,18,80,74,75,80,80
33168,Kinga Szemik,Normal,N\A,269805,78,0,-1,-1,-1,0,3,0,0,1,0,0,0,0,0,2,51,45,42,45,55,32,42,76,22,33,14,9,41,22,12,17,13,12,11,24,31,10,54,24,15,13,8,16,19,78,75,72,79,76
33180,Janis Blaswich,Normal,N\A,204092,77,0,-1,-1,-1,0,1,0,0,2,0,0,0,0,0,3,47,38,31,33,70,31,74,74,39,54,19,11,46,31,20,19,18,8,15,30,38,10,53,30,15,13,13,29,30,77,75,70,80,76
33184,Oumar Solet,Normal,N\A,242238,76,5,-1,-1,-1,7168,0,0,0,12,13,0,0,0,1,4,70,86,65,38,82,84,88,70,77,69,75,59,56,68,31,69,35,34,68,71,79,77,64,71,75,72,33,35,42,10,10,10,10,10
33185,Oscar Gloukh,Normal,N\A,274288,76,18,27,-1,-1,17629216,0,0,0,32,40,0,0,0,3,4,88,78,87,85,59,71,36,61,45,78,28,67,76,82,65,84,71,67,52,64,75,42,71,64,32,28,55,73,66,10,10,10,10,10
33206,Karim Adeyemi,Normal,N\A,251852,79,16,12,25,27,168165376,0,4194304,0,27,30,26,0,0,3,4,96,96,86,82,90,80,67,77,59,76,31,77,71,79,70,82,73,62,70,67,74,25,76,67,34,35,71,67,70,10,10,10,10,10
33207,João Maria Palhinha Gonçalves,Normal,N\A,229391,85,10,14,-1,-1,16512,0,32768,0,114,15,114,20,0,1,4,54,50,51,50,84,87,90,79,95,84,86,69,72,80,60,77,66,45,81,80,79,83,81,80,88,87,55,66,57,10,10,10,10,10
33208,Theo Hernández,Normal,N\A,232656,87,7,16,-1,-1,79831040,0,32768,0,108,108,29,0,0,3,3,95,95,83,81,95,92,88,85,86,80,80,80,75,85,84,84,71,75,77,70,81,78,86,70,86,80,80,80,75,10,10,10,10,10
33209,Iñaki Williams Arthuer,Normal,N\A,216201,82,12,23,25,-1,21102595,0,0,0,23,26,41,0,0,3,3,93,94,77,62,95,88,84,83,76,78,30,85,73,80,78,83,82,58,80,62,74,42,85,62,48,38,79,80,68,10,10,10,10,10
33210,Nicholas Williams Arthuer,Normal,N\A,256516,85,16,12,27,-1,29622273,0,131072,0,130,27,130,26,0,3,5,94,93,92,84,78,81,60,80,55,78,40,78,80,85,83,88,77,72,65,64,82,36,78,64,28,25,64,78,62,10,10,10,10,10
33212,Rafael A. Ferreira Silva,Normal,N\A,216547,83,18,25,-1,-1,55443456,0,0,0,31,32,43,0,0,3,3,94,93,90,88,62,84,40,84,47,81,58,83,83,85,78,86,79,56,49,76,77,52,77,76,47,39,68,81,59,10,10,10,10,10
33213,Dušan Tadić,Normal,N\A,199434,83,16,27,-1,-1,19661314,0,0,0,30,40,0,0,0,3,3,65,63,72,82,76,84,80,82,67,86,41,85,88,84,83,81,80,79,66,83,85,51,77,83,34,26,80,85,76,10,10,10,10,10
33214,Matthijs de Ligt,Normal,N\A,235243,84,5,-1,-1,-1,34948,0,0,0,12,13,0,0,0,1,3,54,68,52,62,86,64,91,84,85,82,82,44,45,72,52,65,50,55,85,76,77,85,84,76,85,86,45,48,40,10,10,10,10,10
33215,Chris Smalling,Normal,N\A,189881,82,5,-1,-1,-1,134222864,0,0,0,11,0,0,0,0,1,3,40,66,50,37,80,66,84,80,82,85,83,51,56,65,52,59,54,22,86,64,65,86,42,64,86,84,49,49,52,10,10,10,10,10
33226,Hawa Cissoko,Normal,N\A,241549,79,5,-1,-1,-1,32896,0,0,0,11,12,0,0,0,1,3,50,51,41,68,81,64,80,77,93,64,74,37,46,69,36,41,32,40,83,79,82,80,40,79,78,80,38,29,49,10,10,10,10,10
33230,Thomas Delaney,Normal,N\A,193283,76,10,14,-1,-1,49152,0,0,0,15,19,0,0,0,1,4,62,66,69,72,79,71,76,75,82,78,80,73,70,71,68,68,66,68,75,72,73,80,76,72,75,77,64,70,60,10,10,10,10,10
33239,Neymar da Silva Santos Jr.,Normal,N\A,190871,87,27,16,18,-1,17629216,0,1048576,0,140,39,140,32,0,4,5,86,84,90,83,72,73,52,78,63,92,37,81,85,93,81,94,80,87,63,80,85,35,77,80,32,29,84,86,85,10,10,10,10,10
33240,Koen Casteels,Normal,N\A,192984,82,0,-1,-1,-1,0,2,0,0,2,0,0,0,0,0,2,44,46,50,43,69,44,72,79,33,40,16,15,42,23,15,14,15,13,14,37,35,11,56,37,19,17,13,20,20,82,79,74,85,83
33244,C. Ronaldo dos Santos Aveiro,Normal,N\A,20801,86,25,-1,-1,-1,185860112,0,4,0,141,44,141,0,0,4,4,73,80,76,61,94,80,79,87,62,92,29,90,78,86,78,77,87,76,87,70,79,24,92,70,32,24,83,79,90,10,10,10,10,10
33245,Karim Benzema,Normal,N\A,165153,86,25,-1,-1,-1,25690145,0,0,0,143,41,143,0,0,3,4,76,77,77,72,84,80,81,84,63,84,39,88,86,87,75,84,87,73,87,76,86,43,87,76,24,18,87,82,68,10,10,10,10,10
33246,Fábio Henrique Tavares,Normal,N\A,209499,82,10,14,-1,-1,51332,0,0,0,15,20,0,0,0,2,2,51,64,61,62,75,85,80,78,83,85,81,70,76,81,75,78,63,53,72,82,84,80,81,82,81,80,47,71,90,10,10,10,10,10
33250,João Pedro Cavaco Cancelo,Normal,N\A,210514,86,7,3,12,-1,17631744,0,0,0,110,110,6,0,0,3,4,86,77,79,78,80,88,62,84,76,85,81,81,85,87,87,85,69,69,72,79,87,79,80,79,83,79,62,87,52,10,10,10,10,10
33251,Sergej Milinković-Savić,Normal,N\A,223848,85,14,10,-1,-1,159907888,0,0,0,21,16,0,0,0,3,5,62,66,62,63,88,92,90,83,79,84,78,81,81,87,71,85,82,78,86,86,86,77,83,86,77,79,74,81,59,10,10,10,10,10
33252,Riyad Mahrez,Normal,N\A,204485,85,12,23,-1,-1,851969,0,0,0,126,25,126,36,0,4,4,83,76,91,90,71,79,58,82,48,81,39,83,83,90,81,88,81,80,56,75,83,45,82,75,34,22,76,85,73,10,10,10,10,10
33253,Marcelo Brozović,Normal,N\A,216352,82,10,14,-1,-1,10485888,0,0,0,15,16,21,0,0,2,4,68,65,79,84,75,93,71,75,85,82,81,65,79,82,73,78,69,74,70,81,82,77,80,81,84,82,65,79,69,10,10,10,10,10
33254,N'Golo Kanté,Normal,N\A,215914,85,10,14,-1,-1,10485760,0,4096,0,114,16,114,21,0,1,3,79,74,78,93,73,82,72,87,87,82,88,72,77,81,68,78,64,49,54,74,80,88,71,74,90,86,56,49,54,10,10,10,10,10
33255,Sadio Mané,Normal,N\A,208722,84,16,12,25,27,393216,0,0,0,30,26,0,0,0,3,4,82,83,86,90,86,79,72,85,75,83,35,83,80,86,78,85,82,64,78,71,83,42,85,71,42,38,75,77,75,10,10,10,10,10
33256,Franck Yannick Kessié,Normal,N\A,230938,82,10,14,-1,-1,8388612,0,0,0,14,16,18,0,0,2,4,77,80,70,77,85,93,88,78,81,83,81,76,76,82,66,78,75,54,68,75,81,82,84,75,82,78,60,61,88,10,10,10,10,10
33260,Rúben Diogo da Silva Neves,Normal,N\A,224293,84,10,14,-1,-1,652,0,0,0,14,16,18,0,0,2,4,59,55,64,73,66,80,74,82,82,88,81,62,87,83,83,74,66,81,53,88,88,79,86,88,79,79,82,85,77,10,10,10,10,10
33261,Kalidou Koulibaly,Normal,N\A,201024,84,5,-1,-1,-1,43024,0,0,0,11,12,13,0,0,2,4,66,85,43,33,82,74,90,85,84,82,84,50,65,72,50,70,43,39,82,69,73,86,67,69,85,83,48,53,50,10,10,10,10,10
33262,Yassine Bounou,Normal,N\A,209981,84,0,-1,-1,-1,536870912,1,268435456,0,2,0,0,0,0,0,2,38,37,47,29,66,43,69,80,25,57,12,10,62,12,15,20,14,19,14,44,39,20,58,44,18,15,13,12,24,81,82,77,86,83
33263,Aymeric Laporte,Normal,N\A,212218,83,5,-1,-1,-1,134217856,0,0,0,11,13,0,0,0,1,3,50,59,57,54,81,68,82,83,72,84,86,54,68,82,58,64,45,69,82,81,86,83,68,81,87,84,40,61,44,10,10,10,10,10
33264,Moussa Diaby,Normal,N\A,241852,83,12,18,23,25,655360,0,4194304,0,25,26,43,0,0,3,3,95,95,92,93,57,82,34,80,62,77,48,79,77,83,76,87,80,56,41,72,76,48,74,72,35,46,67,72,48,10,10,10,10,10
33265,Yannick Carrasco,Normal,N\A,208418,83,27,16,-1,-1,17105408,0,0,0,39,40,30,0,0,3,4,87,88,86,70,74,76,63,80,65,84,57,80,80,84,82,88,81,80,56,74,80,54,84,74,64,61,74,86,79,10,10,10,10,10
33266,Otávio Edmilson da Silva Monteiro,Normal,N\A,210411,82,18,12,14,-1,9240928,0,0,0,31,33,25,0,0,3,3,81,76,85,83,75,86,62,84,87,81,63,80,85,85,79,86,71,72,65,79,83,66,73,79,73,60,69,80,72,10,10,10,10,10
33271,Aleksandar Mitrović,Normal,N\A,215716,82,25,-1,-1,-1,134217728,0,16,0,44,0,0,0,0,2,4,62,66,60,60,91,79,91,82,91,75,14,88,72,80,45,71,87,52,90,55,72,25,86,55,24,13,82,51,69,10,10,10,10,10
33272,Pierre-Emerick Aubameyang,Normal,N\A,188567,82,25,-1,-1,-1,17170435,0,0,0,42,43,0,0,0,3,4,80,87,70,67,83,62,70,83,43,79,44,88,71,82,72,78,85,76,76,64,74,20,82,64,29,36,80,80,81,10,10,10,10,10
33277,José Ignacio Fernández Iglesias,Normal,N\A,200724,82,5,3,7,-1,134223872,0,0,0,11,12,8,0,0,1,4,69,77,65,76,84,79,79,81,80,75,82,37,53,79,70,64,32,37,79,67,82,82,54,67,83,81,38,55,45,10,10,10,10,10
33281,Christopher Nkunku,Normal,N\A,232411,84,18,25,-1,-1,17629217,0,0,0,31,32,43,0,0,4,3,82,81,88,90,77,75,67,81,55,82,60,83,82,86,80,87,84,80,65,79,83,62,80,79,60,50,70,82,75,10,10,10,10,10
33283,Malcom Filipe Silva de Oliveira,Normal,N\A,222737,82,18,12,-1,-1,8781856,0,0,0,31,32,26,0,0,3,3,86,82,86,92,80,88,70,79,53,77,26,83,82,84,77,84,78,78,67,75,80,51,83,75,45,27,75,82,70,10,10,10,10,10
33287,Marc Cucurella Saseta,Normal,N\A,239231,82,7,-1,-1,-1,44047360,0,0,0,9,0,0,0,0,2,3,78,73,82,83,76,88,67,81,81,78,78,76,77,82,81,79,55,63,68,79,83,78,70,79,81,78,55,79,57,10,10,10,10,10
33288,Enzo Fernández,Normal,N\A,247090,82,14,10,-1,-1,11272224,0,128,0,18,19,14,0,0,2,4,70,68,75,77,74,82,73,80,82,82,75,76,85,84,68,79,67,76,62,89,87,73,82,89,75,73,75,82,72,10,10,10,10,10
33289,Moisés Caicedo,Normal,N\A,256079,82,10,14,-1,-1,10514752,0,0,0,14,16,0,0,0,2,3,77,73,76,79,76,84,72,80,84,80,82,62,77,82,58,76,57,55,60,82,84,80,71,82,82,80,55,65,55,10,10,10,10,10
33290,Reece James,Normal,N\A,238074,82,3,-1,-1,-1,34304,0,0,0,5,6,0,0,0,2,4,76,79,72,88,88,67,88,81,83,83,80,77,82,84,88,83,67,75,74,80,83,83,85,80,84,80,67,83,65,10,10,10,10,10
33291,Anderson Souza Conceição,Normal,N\A,212523,82,12,18,23,25,50331665,0,0,0,24,26,31,0,0,3,4,83,76,86,58,81,74,75,82,73,77,52,84,77,86,75,83,85,85,79,79,77,45,87,79,55,42,76,87,75,10,10,10,10,10
33295,João Félix Sequeira,Normal,N\A,242444,80,27,16,25,-1,851968,0,0,0,38,39,40,0,0,4,4,82,79,88,84,77,75,62,80,68,84,40,79,80,82,75,84,77,67,69,73,80,30,80,73,42,35,83,83,68,10,10,10,10,10
33300,Malo Gusto,Normal,N\A,259307,80,3,-1,-1,-1,148992,0,0,0,5,6,0,0,0,2,3,87,88,77,77,76,87,68,76,76,76,76,75,76,77,81,80,40,48,55,70,77,73,62,70,77,75,52,77,47,10,10,10,10,10
33301,Pedro Lomba Neto,Normal,N\A,238616,79,23,12,25,27,4325376,0,0,0,35,36,38,0,0,3,4,89,87,90,90,68,70,55,74,55,69,41,75,76,81,76,84,75,56,49,62,75,32,77,62,23,17,68,68,62,10,10,10,10,10
33303,Nicolas Jackson,Normal,N\A,259197,79,25,-1,-1,-1,327680,0,0,0,42,43,0,0,0,2,3,82,84,75,77,89,76,76,77,58,75,35,82,68,79,55,84,80,53,77,55,75,35,78,55,37,33,76,57,62,10,10,10,10,10
